cited_person_clean,wikidata_id,wikidata_label,cited_gender
Marie-Emma Hesse,,,unknown
Michel Tatto,,,unknown
En Depute,,,unknown
Alphonse Walter,Q133496445,,unknown
Jean-Pierre Queney,,,unknown
Georges Perrin,Q115789315,Georges Perrin,male
Jean-Louis Domergue,,,unknown
Henri Chopin,Q2355139,Henri Chopin,male
Rene Mauraud,,,unknown
J .- H. Des Etages,,,unknown
Robert Picq,Q29640856,Robert Picquet,male
Laurent Combier,,,unknown
Pierre Saury,,,unknown
Jacques Estager,Q109771338,Jacques Estager,male
Rene Durand,Q3426153,René Durand,male
Andre Coisne,Q33102146,André Coisne,male
Rosette De Mey,,,unknown
Annie Depraetere,,,unknown
Augustin Laurent,Q2871604,Augustin Laurent,male
Brigitte Loez,,,unknown
Axel Doat,,,unknown
Ali Landrea,,,unknown
Pierre Billecocq,Q3384005,Pierre Billecocq,male
Andre Lemaire,Q2848146,André Lemaire,male
Roger Leboucq,,,unknown
Arthur Notebart Eugene Avinee,,,unknown
Pierre Courtin,Q960481,Pierre Courtin,male
Yann Phelippeau,,,unknown
Ivan Renar Ivan Renar,,,unknown
Andre Desmulliez Pierre Prouvost,,,unknown
Jean Desmarets,Q3171715,Jean Desmarets,male
Leonce Clerambeaux Gustave Dedecker,,,unknown
Jacques Bossut,Q12791807,Jacques Bossut,male
Gilbert Tocino,,,unknown
Leonce Clerambeaux,Q16238219,Léonce Clérambeaux,male
Gustave Dedecker,,,unknown
Jacques Coru Jacques Coru,,,unknown
Edouard Motte,,,unknown
Gerard Vandaele,,,unknown
Jean Bart,Q333388,Jean Bart,male
Marcel Theuriet,,,unknown
Gabriel Pochon,,,unknown
Francois Lahouste,,,unknown
Celestin Cattelin,,,unknown
Bernard Thelliez,,,unknown
Henri-Francois Conia,,,unknown
Danielle Cattelin,,,unknown
Charles Capliez,,,unknown
Jean-Claude Bocquet,,,unknown
Georges Bustin Georges Bustin,,,unknown
Lily Lefebvre,,,unknown
Huart Julien,,,unknown
Lobry Jean,,,unknown
Jean Bertieaux,,,unknown
Willy Brandt,Q2514,Willy Brandt,male
Mos- Cou,,,unknown
Jean-Claude Canoine,,,unknown
Adolphe Moyniez,,,unknown
Alain Carton,Q49424042,Alain Carton,male
Alban Voisin,Q19360996,Alban Voisin,male
M. Dassault,,,unknown
Gisele Remteaux,,,unknown
J .- F. Lapraye,,,unknown
P. Prat,,,unknown
Edmond Nessler,Q16631490,Edmond Nessler,male
Gerard Palteau,,,unknown
Maurice Bambier Tourneur,,,unknown
Jacques Cazier,,,unknown
Michel Goemare,,,unknown
Roland Boudet Francis Geng,,,unknown
Louis Drouin,Q48750078,Louis Drouin,male
Jacky Roger,,,unknown
M. Boudet,,,unknown
Andre Parrenin,,,unknown
Pierre Noal,Q16670044,Pierre Noal,male
Marcel Roger,Q65954023,Marcel Roger,male
Jean-Marie Vanlerenberghe,Q3167857,Jean-Marie Vanlerenberghe,male
Jean-Luc Francois,Q3167153,Jean-Luc François,male
Gustave Viart,,,unknown
Marc Buissart,,,unknown
Jean Chambon,Q60738940,Jean Chambon,male
M. Chambon,Q64799419,M. Chambon,male
Pierre Bonnel,Q19361011,Pierre Bonnel,male
Georges Ringard,,,unknown
Jean Robert,Q109538769,Jean Robert,male
Lucien Pignion Gaetan Marichez,,,unknown
J .- M. Jeanneney,,,unknown
Jules Bouly,,,unknown
Renee Langlet,Q72314170,Renée Langlet,female
Marie Rose,Q3292770,Marie Rose Moro,female
Jean Saint Andre,Q117089915,Jean Saint-André,male
Michel Tschupp,,,unknown
Bernard Fatoux,,,unknown
Simon Puchalski,,,unknown
Jean Plancke,,,unknown
Andre Fourdrinier,,,unknown
Raymond Derancy,Q19360777,Raymond Derancy,male
Jean-Francois Lescart,,,unknown
Imp. Lensoise,,,unknown
G. Gleizes,,,unknown
Raymonde Toussaint,,,unknown
Leandre Letoquart,Q3270051,Léandre Létoquart,male
Charles Darsonville,,,unknown
Jacques Lallart,,,unknown
Michel Goube,Q93967860,Michel Goubet,male
Jean-Marie Sandor,,,unknown
Georges Azam,Q112041025,Georges Azambre,male
J. Montpeyroux,,,unknown
Jack Lesage,Q35040125,Jack Lesage,male
Francois Michelin,Q3085360,François Michelin,male
Docteur Morellon,,,unknown
Jean-Paul Serandon,Q131448040,Jean-Paul Sérandon,male
G. De Bussac,,,unknown
Ambert Andre Calamy,,,unknown
Jean Chaduc,Q3171188,Jean Chaduc,male
Roger Masle,,,unknown
Georges Lartigau,Q133615060,,unknown
Maurice Plantier,Q3301274,Maurice Plantier,male
Jacques Moutet,Q19845801,Jacques Moutet,male
Raymond Elissonde,,,unknown
Docteur Plantier,,,unknown
Jean Lougarot,Q91797210,Jean Lougarot,male
Arnaud Bordacarre,,,unknown
Jean Abbadie,Q128788621,Jean Abbadie,male
Andre Guerlin,Q17350630,André Guerlin,male
Dr Thillard,,,unknown
Joseph Albert,Q110017775,Joseph Albert,male
Henri Boutiere,Q25577833,Henri Boutière,male
Antoine Glory,,,unknown
Jean-Pierre Kern,Q3169433,Jean-Pierre Kern,male
Ihr Euren Willen,,,unknown
Ernest Rickert,Q3057159,Ernest Rickert,male
Docteur Melenotte,,,unknown
Euer Leben,,,unknown
J.C. Burckel,,,unknown
Robert Schuman,Q15981,Robert Schuman,male
Jean Jaquinod,,,unknown
Mit De Gaulle,,,unknown
Mit G. Pompidou,,,unknown
24.000 Wahlerinnen,,,unknown
Barthelemy Sonzogni,,,unknown
Ihre Kinder,,,unknown
Ihre Familie,,,unknown
Robert Boehm,Q7342188,Robert Boehm,male
Jacques Kummer,,,unknown
Alain Boos,,,unknown
Edouard Karol,,,unknown
Edmond Borocco,Q3047759,Edmond Borocco,male
Theo Faller,Q136734129,,male
Jung Pierre-Jules,,,unknown
Jean Klein,Q1682182,Jean Klein,male
J. Servan Schreiber,,,unknown
Etienne Bannwarth Francoise Boivin,,,unknown
Joseph Freyeisen,,,unknown
Bernard Schroedel,,,unknown
Wahlerinnen Und Wahler,,,unknown
Aime Brun,Q18163341,Aimé Brun,male
Cecile Hugel,,,unknown
M® R. Zimmermann,,,unknown
Eugene Riedweg Paul Zwingelstein,,,unknown
Jean Hoefferlin,,,unknown
Henri Ulrich,Q3132100,Henri Ulrich,male
Robert Girard,Q113169322,Robert Girard,male
Henri Soubeyrand,,,unknown
Georges Berger,Q172473,Georges Berger,male
Marcel Ruby,Q3289365,Marcel Ruby,male
Lucien Durand Lucien Durand,,,unknown
Albert Deve Marie,,,unknown
Simone Balas,,,unknown
Jean-Louis Gass,Q2732465,Jean-Louis Gasset,male
Georgette Bouchardon,,,unknown
Georges Mefret,,,unknown
Genevieve Rocher,Q118817278,Geneviève Rocher,unknown
Louis Joxe,Q822594,Louis Joxe,male
Helene Picot,Q131630663,Hélène Picote de Picotté de Belestre,female
Marguerite Nesme,,,unknown
Jean-Noel Ghilini,,,unknown
Andre-Pierre Darteil,,,unknown
Rolland Massard,,,unknown
Rene Rondy,,,unknown
Rene Desgrand,Q95731379,René Desgrand,male
Madame Boutin,,,unknown
. Gagnaire,,,unknown
Jean Gaudry,Q29645976,Jean Gaudry,male
Joannes Eydan,,,unknown
Giscard D'Estaing Pompidou,,,unknown
. Hamel,,,unknown
Louis Jean Perret,,,unknown
Yves Marceau,,,unknown
Franck Serusclat,Q3082281,Franck Sérusclat,male
Bernard Huissoud,,,unknown
Etienne Matray,,,unknown
G. Largeau,,,unknown
Etienne Coex,,,unknown
Maurice Suchere,,,unknown
Paul Cacheux,,,unknown
Pierre Leval,Q3386052,Pierre Léval,male
Marc Roussel,Q3288364,Marc Roussel,male
Francois Lacharme,Q60197951,François Lacharme,male
Jean Fabre,Q1685513,Jean Fabre,male
Henri Lacagne,Q19629775,Henri Lacagne,male
Henri Pretet,,,unknown
Maurice Mazuy,,,unknown
Paul Vahe,Q28108341,Paul Vahé,male
Henri Gardini,,,unknown
Michel Despres,Q3309470,Michel Després,male
Lucien Letertre,,,unknown
Claude Cossart,,,unknown
Albert Thuard,,,unknown
Odette Renard,,,unknown
Jean-Marie Prat,Q93251509,Jean-Marie Prat,male
Jacques Renier,,,unknown
. Fouet,,,unknown
Monique Rouxel,,,unknown
Pierre Combe,Q106574099,Pierre Combe,male
Le Theule,,,unknown
Roger Masse,Q63765754,Roger Masse,male
M. D'Aillieres,,,unknown
Jacques Gohier,Q116008014,Jacques Gohier,male
Albert Laurent,Q116970989,Albert Laurent,male
Andre Marter,,,unknown
Jean Bellemin,Q55949362,Jean Bellemin-Noël,male
Henri Coudurier,,,unknown
Guy Duchesne,,,unknown
Louis Marin-Matholaz,,,unknown
Francis Poujet,,,unknown
Gaston Moiroud,,,unknown
Jean Berard,Q3171065,Jean Bérard,male
Michel Poensin,,,unknown
Emile Berthalay,,,unknown
Yvon Baud,Q12645458,Yvon Baudoux,male
Francis Tinant,,,unknown
Gerard Vezin,,,unknown
Albert Ala,Q2830912,Albert Alain,male
Marcel Thabuis,,,unknown
Lucien Coutant,Q132947433,,male
Romain Baz,,,unknown
Claude Beuchee,,,unknown
Robert-Elie Azoulay,,,unknown
Pierre- Charles Krieg,,,unknown
Gerard Laborde,Q65586972,Gérard Laborderie,male
Herve Ropert Lisette Carrere,,,unknown
Alain Pivert,,,unknown
Louis-Paul Letonturier,Q26208465,Louis-Paul Letonturier,male
Marcelle Souchet,,,unknown
Jean-Jacques Boislaroussie,,,unknown
Louis Le Grand,Q7742,Louis XIV,male
Roland De Roys,,,unknown
Jean Coville,,,unknown
Pierre Coumian,,,unknown
Jean-Pierre Hauguel,,,unknown
Raymond Dohet,Q122368401,Raymond Dohet,male
Henri-Dominique Magnin,,,unknown
Therese Desnos,,,unknown
Frederic Dupont,Q105980449,Frédéric Dupont,male
Martine Depas,,,unknown
Maurice Munch,,,unknown
Imp Soulas,,,unknown
Philippe Jaeger,,,unknown
Jacques Briere,Q117085758,Jacques Brière,male
Maurice Buttin,Q23926455,Maurice Buttin,male
Rene Gentil,Q137152046,,male
Gabriel-Adolphe Kaspereit,,,unknown
Alain Kaspereit,,,unknown
T.P. Proclame Depute,,,unknown
Hubert Kohler,Q49637954,Hubert Kohler,male
Roger Trugnan Liliane Brozille,,,unknown
Docteur Bel- Homme,,,unknown
Pierre Bousquet,Q102342212,Pierre Bousquet,male
Charles Perinetti,,,unknown
Jacques Tanguy,Q127274250,Jacques Tanguy,male
Georges Espie,,,unknown
Jean Dides,Q3171739,Jean Dides,male
Sœurs Huet,,,unknown
Charles Magaud,Q2959719,Charles Magaud,male
Georges Bachellerie,,,unknown
Georges Heckli Regine Duclos,,,unknown
Pierre De Benouville,Q3387480,Pierre Guillain de Bénouville,male
Henri Modiano,Q3131653,Henri Modiano,male
Micheline Boichut,,,unknown
Rene Vernusset,,,unknown
Solange Canault,,,unknown
Francis Cohen,Q3081362,Francis Cohen,male
Serge Le Bail,,,unknown
De Grailly,Q136313492,De Grailly de Fois,male
Lionel Assouad,Q3241809,Lionel Assouad,male
Pierre Naville,Q1345220,Pierre Naville,male
J. Marette,,,unknown
President De La Republique Nicole De Hauteclocque,,,unknown
Elie Cathala,,,unknown
Roger Jarry,,,unknown
Henri Derrien Roger Gauvrit,,,unknown
Jean-Francois Regnier,Q98232377,Jean-François Regnier,male
G. Mesmin,,,unknown
Herve Le Pouriel,,,unknown
Professeur Lepine,,,unknown
Professeur P. Lepine,,,unknown
Docteur J. Barbizet,,,unknown
E. Beaudouin,,,unknown
Mme S. Bernardel,,,unknown
P. Bottmer,,,unknown
J. Brunhes,,,unknown
J. Charoy,,,unknown
A. Coste-Floret,,,unknown
Mme J. Dupetit-Thouars,,,unknown
G. George-Picot,,,unknown
Daniel Chaput,,,unknown
Odile Marnet-Cornus,,,unknown
Charles Nupin,,,unknown
Christian Legrez,,,unknown
Rene Cassin,Q232873,René Cassin,male
Jacques Sanglier,Q3159966,Jacques Sanglier,male
Regis De Saint-Jouan,Q3455802,Régis de Saint-Jouan,male
Claude Cannie,,,unknown
Francis Souty,,,unknown
Jack Marchal,Q3157257,Jack Marchal,male
Yves De Daruvar,Q11984987,Yves de Daruvar,male
Pierre Chedor,,,unknown
Philippe Abelin,,,unknown
Paule Dufour,Q42296464,Paule Dufour,female
Michel Salles,Q65601678,Michel Salles,male
M. Le Tac,,,unknown
Louis-Stanislas Moreau,,,unknown
Jean Fournier-Sicre,,,unknown
Claude Krief,Q2977625,Claude Krief,male
J.P. Pierre-Bloch,,,unknown
Charles Tichet,,,unknown
Pierre-Emile Dubiez,,,unknown
Rene Albaret,Q128971437,René Albaret,male
Michele Camous,,,unknown
Maulde Et Renou,,,unknown
Ferdinand Ferrand,,,unknown
Michel Triquera,,,unknown
Michel Ferignac,,,unknown
Pierre Astier,Q76755934,Pierre Astier,male
Christian Le Lann,Q21091493,Christian Le Lann,male
Roddy Paillier,,,unknown
Lucien Villa Daniel Dalbera,,,unknown
Pierre Astier Claude Saada,,,unknown
Jacques Risse,Q33110218,Jacques Risse,male
Roger Steff,Q7358953,Roger Steffens,male
Claude Saada,,,unknown
Michel Porcher,,,unknown
Roger Dusseaulx,Q3438925,Roger Dusseaulx,male
Victor Blot,,,unknown
Claude Chevrier,,,unknown
Louis Danais,,,unknown
Serge Huguerre,,,unknown
Adrien Corvaisier,,,unknown
Olivier De Sarnez,Q3351472,Olivier de Sarnez,male
P. Beghin Andre Martin,,,unknown
Marcel Sauvage,Q3289383,Marcel Sauvage,male
Fernand Bisson,Q3069056,Fernand Bisson de La Roque,male
Andre Bettencourt,Q517072,André Bettencourt,male
Charles Revet Andre Bettencourt,,,unknown
M. Bettencourt,Q130368207,M. Bettencourt da Câmara,unknown
Maurice Fontaine,Q1661456,Maurice Fontaine,male
Daniel Cosse,,,unknown
Pierre Povie,,,unknown
Jean Cadiou,Q21857325,Jean Cadiou,male
Francois Le Perf,,,unknown
Maurice Schlewitz,,,unknown
Michel Poimbœuf,,,unknown
Germain Coulleit,,,unknown
Michel Fihue,,,unknown
. Offroy,,,unknown
Andre Denis,Q19346077,André Denis,male
Georges Delatre,Q16259816,Georges Delatre,male
Dr. A. Zins,,,unknown
Pierre Lespiat,,,unknown
Roger Chassaingt,,,unknown
. Jacquet,,,unknown
Andre Barbier,Q2847198,André Barbier,male
Jean Sejourne,Q126173553,Jean Séjourné,male
Roger Verdier,Q30728116,Roger Verdier,male
Bertrand Flornoy,Q2899529,Bertrand Flornoy,male
Samuel Ettedgui,,,unknown
J .- L. Barry,,,unknown
Bernard Pujo,Q110224778,Bernard Pujo,male
Gilbert Pasquier,Q110847222,Gilbert Pasquier,male
Docteur Pierre Bourson,,,unknown
Philippe Machefer,Q3380274,Philippe Machefer,male
Philippe Pizano,,,unknown
Michels Rueil,,,unknown
Jean-Paul Palewski,Q3168634,Jean-Paul Palewski,male
Pierre Regis,Q19057863,Pierre Régis,male
Pierre Sevenet,,,unknown
Jean-Paul Sergeant,,,unknown
Pierre Bajeux,Q117817100,Pierre Bajeux,male
Alain Krassler,,,unknown
Maurice Domon,Q3300696,Maurice Domon,male
Andree Mirochnikoff-Robbe,,,unknown
Jean Riquin,Q19629761,Jean Riquin,male
Christian Boulant,,,unknown
Alain Chambert,,,unknown
Jacques Robidaire,,,unknown
Serge Michel,Q3479450,Serge Michel,male
Claude Boulier,,,unknown
Robert Veillard,,,unknown
Alain Pierre,Q2830164,Alain Pierre,male
Antoine Alessandri,,,unknown
P. Ribes,,,unknown
Guy Denormandie,,,unknown
Pierre Marchesseau,,,unknown
Pierre Beaufort,,,unknown
Jean Pineau,Q3174028,Jean Pineau,male
Jocelyne Petit,Q65595964,Jocelyne Petit,female
Paul Trouillet,,,unknown
Monsieur Vast,,,unknown
R. Lamps,,,unknown
. Bignon,,,unknown
Madame Delabie,,,unknown
. Luciani,,,unknown
Jean Daudre,,,unknown
Alain Bousquet,Q65569532,Alain Bousquet,male
Guy Massin,Q133737705,,male
Andre Billoux Pierre Bernard,,,unknown
Raymond Bernadou,,,unknown
Guy Boisgibault,,,unknown
Pierre Gaudin Depute Sortant,,,unknown
Pierre Gaudin,Q3385168,Pierre Gaudin,male
Georges Caton,Q96575220,Georges Caton,male
Jean Mignoni,,,unknown
Bernard Lafont,Q822539,Bernard Lafont,male
Edouard Soldani,Q3580036,Édouard Soldani,male
Guy Laville,,,unknown
Francis Leenhardt,Q1441627,Francis Leenhardt,male
Monique Caracchioli,,,unknown
Robert Mandrou,Q3435831,Robert Mandrou,male
Louis Giorgi,,,unknown
Jean-Rene Brukhovetsky,,,unknown
Andre Faucon,Q2847743,André Fauconnet,male
Eugene Balanger,,,unknown
Daniel Perault,,,unknown
Pierre Vertadier,Q3387266,Pierre Vertadier,male
Charles Le Bail,Q2936412,Charles Le Bailly de Marloop,male
. Vertadier,,,unknown
Tony Laine,Q15041697,Tony Lainé,male
Henri Charrieau,,,unknown
Gaston Guilgaud,,,unknown
Imp. Chartier - Chatellerault,,,unknown
Alain Serieyx,Q105623891,Alain Sérieyx,male
Georges Sarre Georges Sarre,,,unknown
Pierre Desvalois,Q3384733,Pierre Desvalois,male
Paul Manigaud,,,unknown
Yvonne Mazaud,,,unknown
Daniel Bonnet,Q134729691,Daniel Bonnet,male
Robert Alexandre,Q3434413,Robert Alexandre,male
Jean Bertran,Q209617,Jean-Bertrand Aristide,male
C. Poncelet,,,unknown
Paul Didier,Q3371070,Paul Didier,male
Edouard Proveux,,,unknown
J. Dreyfus-Schmidt,,,unknown
Guy Saint-Juvin,,,unknown
Premier Secretaire Francois Mitterrand,,,unknown
Gabriel Barriere,,,unknown
Louis Eelbode,,,unknown
Bernard Felli,,,unknown
Robert Bordes,,,unknown
Philippe Paulin,Q73569343,Philippe Paulin Keny,male
Jean-Jacques Marie,Q3166343,Jean-Jacques Marie,male
Premier Secretaire,,,unknown
Roland Fiquet,,,unknown
Waldeck L'Huillier,Q3565302,Waldeck L'Huillier,male
Guy Le Maistre,,,unknown
Emile Tricon,Q286495,Émile Tricon,male
Bernard Le Savouroux,,,unknown
Eugene Ridel,,,unknown
Michel Thiercelin,,,unknown
Serge Mallet,Q974865,Serge Mallet,male
Achille Peretti President,,,unknown
Pierre Feuilly,,,unknown
Jacques Barthelemy,Q42432003,Jacques Barthélemy,male
Andre-Francois Mercier,Q16526787,André-François Mercier,male
Robert Gardes,,,unknown
Francoise Vidal-Monestier,Q72190400,Françoise Monestier,female
Rene Labregere,,,unknown
Rene Bouvret,Q48888438,René Bouvret,male
Andre Rousseau,Q2848574,André Rousseau,male
Jean Rabate,Q93237853,Jean-Michel Rabaté,male
Joseph De Vivies,,,unknown
Bernard Bonneau,,,unknown
Jean Gacon,Q88388030,Jean Gacon,male
Jacqueline Cottez,,,unknown
Jean Laronde,,,unknown
Roger Aveneau,Q61882875,Roger Aveneau,male
Jean-Claude Pichenot,,,unknown
President De La Republique Pierre Mazeaud,,,unknown
Paul Vauclair,Q16669294,Paul Vauclair,male
Annie Lesur,Q2851680,Annie Lesur,female
Jean Silve De Ventavon,,,unknown
F. Chabasse,,,unknown
Francois Charles,Q101410,François Fillon,male
Lucie Ducher Suppleant,,,unknown
Bernard Ravenel,Q2898508,Bernard Ravenel,male
Robert Mery,Q111506953,Robert Meryott|Meriot,male
J. V. Voyer,,,unknown
Claude Antore,Q65619772,Claude Antore,male
Bernard-Paul Levy,,,unknown
Pierre Delavaud,,,unknown
Jean Eynard,Q133514713,Jean Eynard,male
Claude Legros,Q2977693,Claude Legros,male
Christian Barotte,,,unknown
Pierre Laroche,Q3385789,Pierre Laroche,male
Paule Simon,,,unknown
Marie-Claude Vaillant-Couturier,Q274267,Marie-Claude Vaillant-Couturier,female
Gerard Marroncle,,,unknown
Antoine Daoud,Q106936378,Antoine Daoud,male
. Cathala,,,unknown
Daniel Bornet,,,unknown
Jacques Chauvin,Q119477859,Jacques Chauvin,male
Roger Coursier,,,unknown
Imp. Renolleau,,,unknown
Yves Guena,Q342878,Yves Guéna,male
J. Fontanet,,,unknown
Pierre Vincenot,,,unknown
Michel Vaquant,,,unknown
Guy Charrasse,,,unknown
Monsieur Vivien,,,unknown
Olivier Lefevre D'Ormesson,Q3351443,Olivier Lefèvre d'Ormesson,male
Eliane Guillou,,,unknown
Ponia- Towski,,,unknown
Guy Cannie,Q21254784,Guy Cannie,male
Jacques Richard,Q3159870,Jacques Richard,male
Mme Poncet,,,unknown
Bernard Christol,,,unknown
Alain Tricot,,,unknown
L. Hovnanian,,,unknown
Rene Cochelin,,,unknown
Jean-Claude Hubi,,,unknown
Marie-Andree Marsteau,,,unknown
Ayme Blanchet,Q55672029,Aymé Blanchet,male
Marc Rabal,,,unknown
Pierre Pilton,,,unknown
Giscard - Barre,,,unknown
Jean-Luc Doyez,,,unknown
Marc Devrien,,,unknown
Alfred Bodart,,,unknown
Pierre Bouffenie,,,unknown
Le Meur,,,unknown
Dominique Palacio,,,unknown
Catherine Kintzler,Q2941954,Catherine Kintzler,female
Louis Pirois,,,unknown
Jacques Zilber,,,unknown
Josiane Mainville,,,unknown
Joseph Brat,Q125318850,Joseph Brattan,male
Noelle Francon,,,unknown
Michelle Loux,,,unknown
Rene Maeder,Q136974775,,male
Yvette Costes,,,unknown
Raymond Barthelemy,Q3420661,Raymond Barthélemy,male
Marie-Christine Bourry,,,unknown
Pierre Rinaldi Henri Savornin,,,unknown
Scrutin De Ballotage,,,unknown
Louis Dureu,,,unknown
Rene Serres Pierre Bernard-Reymond Rene Serres,,,unknown
Jean-Jacques Ferrero,,,unknown
Francis Chretien,Q56050930,Francis Chretien,male
Paulette Delpont,,,unknown
Mireille Gouaux-Coutrix,,,unknown
Pierre Manuello,,,unknown
Jacques Schonbach,,,unknown
Mireille Borel,,,unknown
De Portu,,,unknown
Max Cavaglione,,,unknown
Josette Luppi,,,unknown
Monique Gueman,Q60242648,Monique Guémann,female
Seraphin Pinto,,,unknown
Albert Besson,Q2830968,Albert Besson,male
Leon Gambetta,Q295090,Léon Gambetta,male
Jean Louis Hay,,,unknown
Anne Marie Nalbadian,,,unknown
Raymond Ivars,,,unknown
Marcel Chastan,Q65572876,Marcel Chastang,male
Francois Beraudo,,,unknown
Marc Rocca,,,unknown
Rene Voarino,Q115324766,René Voarino,male
Maurice Chaynes,Q127331169,Maurice Chaynes,male
Jean-Pierre Gonzalez,Q92592101,Jean-Pierre González-Gómez,unknown
Anne-Marie Dubois,Q115147163,Anne-Marie Dubois,female
Monique Lefort,,,unknown
Pierre Bissey,,,unknown
Andre Laffont,Q65587198,André Laffont,male
Claude Inguenaud,,,unknown
Philippe Delaugerre,,,unknown
Raymond Goury,,,unknown
Laurence Boulinier,Q127276644,Laurence Boulinier,female
Catherine Savary,Q104872557,Catherine Savary,female
Jean Miquel,Q97656579,Jean Miquel,male
Vin- Cent Auriol,,,unknown
A. Saint-Paul,,,unknown
R. Barrau,,,unknown
Jacques Bordes,Q123368339,Jacques Bordes,male
Alain Crete,Q2829693,Alain Crête,male
Yann Gaillard,Q3571646,Yann Gaillard,male
P. Davot,,,unknown
Annie Cousin,,,unknown
Bernard Goury,Q33120644,Bernard Goury,male
Eric Hinterman,Q33102544,Eric Hintermann,male
Blanc Bonnet,,,unknown
Bonnet Blanc,,,unknown
Yves Hamard,,,unknown
Paul Granet Raoul Honnet,,,unknown
Madeleine Rebeaux,,,unknown
Yolande Lamarain,,,unknown
Clement Hernandez,,,unknown
Patrick Rampioni,,,unknown
Janette Brutelle-Duba,Q68705307,Janette Brutelle-Duba,female
Gaby Castany,,,unknown
Jean Pierre Cassabel,Q3169107,Jean-Pierre Cassabel,male
P. Cassabel,,,unknown
Jean-Marc Isnard,,,unknown
Georges Moysset,,,unknown
Antoine Manera,,,unknown
Jean-Philippe Vignoli,,,unknown
Claude Lebrun,Q5128926,Claude LeBrun,male
Elisabeth Joannon,,,unknown
Daniel Bescheron,,,unknown
Paul Manuel,Q16197098,Paul Manuel,male
Aymeric Simon Loriere,Q16266968,Aymeric Simon-Lorière,male
Rolande Carriere,,,unknown
Secretaire General Adjoint,,,unknown
Henri Ruggeri,,,unknown
Jeanne Mazel Supp,,,unknown
Claudine Rodinson,Q127275439,Claudine Rodinson,female
Jean-Claude Brun,Q3164873,Jean-Claude Bruneau,male
Armand-Pierre Druon,,,unknown
Guy Bonnefoy,,,unknown
Gerard Barelier,,,unknown
Jacqueline Lambert,Q137211279,Jacqueline Lambertine Charlotte de Witte,female
Henri Roche,Q642060,Henri Rochefort,male
Andre Sarti,,,unknown
